455345,0.3407613853,-1.8750658039,-0.5350992053,-0.5971904598,
455346,0.3304571404,-1.8783878337,-0.5350992080,-0.5971904631,
455347,0.3098486478,-1.8695290776,-1.5655232606,-0.5971903936,
455348,0.0110255427,-1.7565799755,-1.5655232654,-0.5971903960,
455349,-0.6484461223,-1.5860489620,-2.5959473206,-0.5971902577,
455350,-1.6685663285,-1.4243766397,-4.6567954510,-0.5971897802,
455351,-2.9772053250,-1.1076760248,-5.6872190890,0.5101542974,
455352,-4.1415847300,-0.3790433361,-6.7176426485,1.6174984552,
455353,-5.0792705338,0.7349451069,-7.7480660532,2.7248426918,
455354,-5.9551306685,2.0670803647,-7.7480650809,4.9395302798,
455355,-6.8000778696,3.5741760313,-8.7784882256,6.0468746334,
455356,-7.7068502579,5.2927745116,-10.8393339785,8.2615634882,
455357,-8.8918365092,7.7012485962,-11.8697550369,11.5835956773,
455358,-10.3344278191,10.8527508497,-13.9305977967,16.0129727311,
455359,-11.9831027373,14.6620158343,-15.9914403384,19.3350060769,
455360,-13.8378610822,18.9385804521,-17.0218569016,24.8717259944,
455361,-15.9090067181,23.6879814895,-20.1131184952,29.3011050535,
455362,-18.2480603425,28.9212924975,-22.1739545684,34.8378265195,
455363,-20.8035005163,34.5322085110,-25.2652091298,41.4818943271,
455364,-23.5238058919,40.4066730835,-27.3260419003,47.0186167411,
455365,-26.2338050304,46.2423810437,-30.4172941070,52.5553420166,
455366,-28.8304560451,51.9507446711,-32.4781236768,58.0920653609,
455367,-31.3446717147,57.4985434722,-35.5693720571,63.6287921169,
455368,-33.8691902516,62.8558796072,-38.6606205777,68.0581749100,
455369,-36.5791830789,67.9397022652,-41.7518647059,73.5949028179,
455370,-39.8456020435,72.4477076954,-45.8735316176,76.9169459299,
455371,-43.7405774550,76.0919874913,-49.9952005299,79.1316465926,
455372,-48.1404601248,78.5713440405,-54.1168722025,80.2390045573,
455373,-52.7155170837,79.7894377288,-59.2689654842,80.2390225997,
455374,-57.2596648493,79.8725047152,-63.3906456402,79.1316957450,
455375,-61.6492540690,78.8914148285,-67.5123259385,78.0243693496,
455376,-65.6782010157,76.9890142566,-71.6340168327,74.7023560294,
455377,-69.4804589524,74.6314954742,-74.7252794623,73.5950265931,
455378,-73.2724147779,72.1145201246,-78.8469730248,70.2730151819,
455379,-76.9201128739,69.6650930237,-81.9382429361,68.0583433663,
455380,-80.2689895628,67.3651566016,-85.0295116721,65.8436705736,
455381,-83.4220870598,65.1416265564,-87.0903633493,63.6289941936,
455382,-86.3072749864,63.0797676183,-90.1816347271,61.4143234450,
455383,-89.0482051062,61.0223379488,-93.2729074055,59.1996536766,
455384,-91.9436999532,58.8043447029,-96.3641824655,56.9849854631,
455385,-95.1277143261,56.4368622484,-100.4858787828,54.7703243834,
455386,-98.8578532211,54.0040506087,-104.6075762546,52.5556643111,
455387,-103.2989826031,51.7517416459,-109.7596876031,51.4483562528,
455388,-108.3583621699,50.0830087322,-114.9117982108,50.3410492130,
455389,-113.7268621853,49.3522001670,-120.0638960183,50.3410856623,
455390,-119.2602223885,49.7165584266,-126.2464087669,51.4484774395,
455391,-124.8244836874,51.3610084135,-131.3984920373,53.6632072526,
455392,-130.3063019706,54.0197871821,-137.5809813484,56.9852903744,
455393,-135.6850720321,57.2433128490,-142.7330569174,60.3073701916,
455394,-140.7650175214,60.5521033646,-146.8547064845,63.6294403072,
455395,-145.5049240737,63.6859321082,-150.9763644873,65.8441675024,
455396,-149.6987095720,66.4177909073,-155.0980209541,68.0588956371,
455397,-153.1299901707,68.3800389035,-157.1588476213,69.1662596176,
455398,-155.6442033046,69.5892840991,-159.2196755142,70.2736245440,
455399,-157.4577347953,70.3323304017,-161.2805095278,70.2736437241,
455400,-159.0857922845,70.8738382023,-162.3109268445,71.3810024338,
455401,-160.8581109660,71.1374040879,-163.3413502664,71.3810150297,
455402,-162.4552647238,70.7531717978,-164.3717878284,70.2736848336,
455403,-163.6608647498,69.8673087714,-165.4022280971,69.1663556605,
455404,-164.3718655773,68.8142318142,-165.4022268369,69.1663551299,
455405,-164.5573461373,68.3491491803,-165.4022304132,69.1663566343,
455406,-164.5676504411,68.3391831904,-165.4022306560,69.1663567362,
455407,-164.5676504879,68.3347538136,-165.4022294893,69.1663562455,
455408,-164.5676505136,68.3347538245,-165.4022159090,69.1663505343,
455409,-164.5676505652,68.3347538459,-165.4022146526,69.1663500056,
455410,-164.5676505792,68.3358612006,-165.4022142653,69.1663498424,
455411,-164.5676505932,68.3369685564,-165.4022139649,69.1663497164,
455412,-164.5676506076,68.3380759111,-165.4022142375,69.1663498312,
455413,-164.5676506332,68.3380759216,-165.4022127077,69.1663491872,
455414,-164.5676506472,68.3391832770,-165.4022134384,69.1663494948,
455415,-164.5676506612,68.3402906321,-165.4022135274,69.1663495328,
455416,-164.5573463646,68.3447198784,-165.4022124475,69.1663490777,
455417,-164.5573462781,68.3480418897,-165.4022109625,69.1663484534,
455418,-164.5573463178,68.3491492560,-165.4022097302,69.1663479350,
455419,-164.5573463178,68.3491492560,-165.4022091421,69.1663476876,
455420,-164.5573463178,68.3491492560,-165.4022087662,69.1663475299,
455421,-164.5573463178,68.3491492560,-165.4022188955,68.0590030175,
455422,-164.5573463178,68.3491492560,-165.4022179168,68.0590026120,
455423,-164.5573463178,68.3491492560,-165.4022169109,68.0590021964,
455424,-164.5573463178,68.3491492560,-165.4022157639,68.0590017213,
455425,-164.5573463178,68.3491492560,-165.4022157433,68.0590017130,
455426,-164.5573463178,68.3491492560,-165.4022146774,68.0590012717,
455427,-164.5573463178,68.3491492560,-165.4022144295,68.0590011690,
455428,-164.5573463178,68.3491492560,-165.4022129973,68.0590005762,
455429,-164.5573463178,68.3491492560,-165.4022122451,68.0590002650,
455430,-164.5573463178,68.3491492560,-165.4022116262,68.0590000090,
455431,-164.5573463178,68.3491492560,-166.4326296318,68.0590103963,
455432,-164.5573463578,68.3502566221,-166.4326296987,68.0590104239,
455433,-164.5573463742,68.3535786762,-166.4326277712,68.0590096313,
455434,-164.5470421163,68.3591152892,-166.4326276059,68.0590095631,
455435,-164.5470421583,68.3624373543,-166.4326270698,68.0590093425,
455436,-164.5470422615,68.3624373973,-166.4326253100,68.0590086191,
455437,-164.5470423648,68.3624374406,-166.4326244941,68.0590082828,
455438,-164.5470424816,68.3635448390,-166.4326230986,68.0590077092,
455439,-164.5470426249,68.3646522475,-166.4326241331,68.0590081348,
455440,-164.5470427798,68.3646523120,-166.4326232587,68.0590077756,
